"animalID","AgeYears","season","BirthDate","Precision"
10677,8,1996,1996-01-31,2
10677,9,1997,1997-02-06,10
10677,10,1998,1998-01-29,6
10677,12,2000,2000-02-21,NA
10677,13,2001,2001-01-30,1
10677,14,2002,2002-02-24,NA
10687,8,1996,1996-01-12,1
10687,9,1997,1997-01-19,10
10688,8,1996,1996-02-04,1
10688,9,1997,1997-02-07,1
10688,10,1998,NA,NA
10688,11,1999,NA,NA
10688,13,2001,2001-02-11,1
10688,14,2002,2002-02-13,14
10699,8,1996,1996-01-08,1
10699,10,1998,NA,NA
10699,13,2001,2001-01-06,NA
10704,8,1996,1996-01-28,2
10704,9,1997,NA,NA
10704,10,1998,1998-01-29,NA
10704,11,1999,NA,NA
10725,8,1996,1996-01-28,9
10725,10,1998,1998-02-25,NA
10727,12,2000,2000-02-18,NA
10730,8,1996,1996-01-17,2
10730,9,1997,NA,NA
10730,11,1999,NA,NA
10730,12,2000,2000-02-06,NA
10839,8,1996,1996-01-23,1
10839,9,1997,1997-01-27,3
10839,10,1998,1998-02-20,9
10839,11,1999,NA,NA
10839,12,2000,2000-02-06,5
10844,8,1996,1996-01-05,2
10844,9,1997,1997-01-08,NA
10844,10,1998,NA,NA
10844,11,1999,1998-12-31,NA
10844,13,2001,2001-01-18,NA
10844,14,2002,NA,NA
10847,8,1996,1996-01-23,2
10847,10,1998,1998-01-21,NA
10883,13,2002,2002-01-11,NA
10883,14,2003,2003-01-12,NA
10898,7,1996,1996-01-14,1
10898,8,1997,NA,NA
10898,9,1998,NA,NA
10899,7,1996,1996-01-15,1
10899,8,1997,1997-01-18,1
10899,9,1998,1998-01-19,NA
10899,10,1999,1999-01-16,1
10918,7,1996,1996-01-24,3
10918,8,1997,NA,NA
10918,10,1999,1999-01-09,4
10918,13,2002,2002-01-04,1
10918,15,2004,NA,NA
10918,16,2005,NA,NA
10918,17,2006,2005-12-23,NA
10918,18,2007,2007-01-12,1
10918,19,2008,2008-01-18,NA
10922,7,1996,NA,NA
10947,7,1996,1996-01-11,1
10947,8,1997,1997-01-09,NA
10947,10,1999,1999-01-03,NA
10947,12,2001,2001-01-06,3
10947,13,2002,2002-01-16,NA
10947,15,2004,2004-01-06,6
10947,16,2005,2005-01-10,4
10947,17,2006,2006-01-06,1
10947,18,2007,2007-01-15,3
10947,19,2008,NA,NA
10953,7,1996,1996-01-20,1
10953,8,1997,1997-01-30,1
10953,11,2000,2000-01-28,NA
10953,12,2001,2001-01-17,1
10953,14,2003,NA,NA
10953,15,2004,2004-01-27,4
10953,16,2005,2005-01-23,2
10953,17,2006,2006-02-06,NA
10954,8,1997,NA,NA
10954,9,1998,1998-02-18,NA
10957,9,1998,1998-02-09,5
10957,10,1999,NA,NA
10966,8,1997,NA,NA
10966,10,1999,1999-01-14,2
10966,11,2000,2000-01-18,NA
10966,12,2001,2001-01-11,3
10966,13,2002,2002-01-10,7
10966,14,2003,2003-01-29,5
10966,15,2004,2004-01-09,NA
10969,11,2000,NA,NA
10971,7,1996,1996-01-28,2
10971,8,1997,NA,NA
10971,9,1998,1998-01-29,4
10971,10,1999,NA,NA
10971,12,2001,2001-01-24,2
10971,13,2002,2002-02-02,4
10971,14,2003,2003-02-05,2
10971,17,2006,2006-02-08,5
10975,8,1997,NA,NA
10982,7,1996,1996-01-19,4
10982,11,2000,2000-02-01,NA
10982,12,2001,2001-01-17,7
10983,7,1996,1996-01-28,2
10983,8,1997,1997-01-27,NA
10983,9,1998,1998-02-15,NA
10983,13,2002,2002-02-10,5
10983,14,2003,NA,NA
10983,15,2004,NA,NA
10983,16,2005,2005-02-04,11
10983,17,2006,NA,NA
10983,18,2007,NA,NA
11023,11,2000,2000-01-28,NA
11023,12,2001,2001-01-27,5
11023,13,2002,2002-01-30,1
11023,14,2003,2003-01-30,10
11023,15,2004,2004-01-31,2
11023,16,2005,2005-01-30,1
11023,17,2006,NA,NA
11043,7,1996,NA,NA
11043,8,1997,NA,NA
11043,9,1998,1998-01-31,NA
11043,10,1999,NA,NA
11048,7,1996,1996-01-25,1
11048,8,1997,NA,NA
11048,13,2002,2002-02-18,NA
11048,14,2003,2003-02-09,25
11048,15,2004,2004-01-23,2
11048,16,2005,2005-01-24,3
11070,7,1996,1996-02-01,1
11076,7,1996,1996-01-21,2
11076,8,1997,NA,NA
11076,10,1999,NA,NA
11076,11,2000,2000-02-10,NA
11076,12,2001,2001-01-27,11
11077,7,1996,NA,NA
11077,8,1997,NA,NA
11077,10,1999,NA,NA
11077,13,2002,2002-01-11,3
11077,16,2005,NA,NA
11077,18,2007,NA,NA
11084,7,1996,1996-01-25,1
11100,9,1998,1998-02-25,26
11100,11,2000,2000-02-21,20
11100,12,2001,2001-02-02,3
11104,7,1996,1996-01-28,NA
11104,8,1997,NA,NA
11216,6,1996,1996-01-15,1
11216,7,1997,1997-01-14,NA
11216,8,1998,1998-01-13,NA
11216,9,1999,1999-01-05,2
11216,10,2000,2000-01-13,1
11216,11,2001,2001-01-21,2
11216,12,2002,2002-02-19,18
11216,14,2004,2004-01-04,NA
11216,15,2005,2005-01-15,NA
11257,7,1997,NA,NA
11263,6,1996,1996-01-23,6
11263,7,1997,NA,NA
11263,9,1999,NA,NA
11263,11,2001,NA,NA
11285,9,1999,NA,NA
11313,6,1996,1996-01-22,1
11313,7,1997,NA,NA
11313,13,2003,2003-01-15,7
11337,6,1996,1996-01-30,1
11337,7,1997,NA,NA
11337,8,1998,NA,NA
11351,9,1999,NA,NA
11356,11,2001,2001-02-08,17
11364,6,1996,1996-01-25,2
11364,7,1997,NA,NA
11364,8,1998,1998-02-20,2
11364,9,1999,NA,NA
11364,12,2002,2002-02-10,26
11393,6,1996,1996-01-25,1
11393,7,1997,NA,NA
11393,8,1998,1998-02-25,NA
11393,9,1999,NA,NA
11393,10,2000,2000-02-01,NA
11393,11,2001,2001-01-30,NA
11405,6,1996,1996-02-02,1
11424,6,1996,1996-01-16,1
11424,7,1997,1997-01-24,1
11424,9,1999,NA,NA
11424,11,2001,2001-02-18,NA
11424,13,2003,2003-01-27,NA
11424,14,2004,2004-01-27,1
11424,15,2005,2005-02-09,11
11424,16,2006,2006-02-14,6
11424,18,2008,NA,NA
11424,19,2009,2009-02-28,1
11424,20,2010,NA,NA
11424,21,2011,NA,NA
11443,6,1996,1996-02-07,NA
11443,7,1997,NA,NA
11443,9,1999,NA,NA
11443,12,2002,2002-02-08,NA
11453,6,1996,NA,NA
11453,8,1998,1998-01-31,8
11453,11,2001,2001-01-30,5
11453,14,2004,NA,NA
11519,6,1996,1996-01-12,1
11560,13,2003,NA,NA
11580,1996,1996,1996-01-16,1
11580,1997,1997,1997-01-18,1
11580,1998,1998,NA,NA
11580,2001,2001,2001-01-13,6
11580,2002,2002,NA,NA
11580,2005,2005,2005-01-24,NA
11617,5,1996,1996-01-25,NA
11617,6,1997,1997-02-02,1
11617,7,1998,NA,NA
11617,10,2001,2001-01-16,2
11619,5,1996,1996-01-19,2
11619,6,1997,1997-01-17,9
11619,9,2000,NA,NA
11619,14,2005,2005-02-06,NA
11619,16,2007,2007-02-14,NA
11621,5,1996,1996-01-21,1
11621,6,1997,1997-01-21,2
11621,7,1998,NA,NA
11641,6,1997,NA,NA
11641,8,1999,1999-01-13,6
11743,7,1998,NA,NA
11782,5,1996,1996-01-19,2
11782,6,1997,1997-01-23,15
11782,12,2003,2003-01-06,2
11782,15,2006,NA,NA
11782,19,2010,2010-01-07,2
11802,5,1996,1996-01-27,NA
11802,6,1997,1997-02-01,1
11802,7,1998,1998-01-29,6
11802,8,1999,NA,NA
11802,9,2000,2000-02-19,NA
11802,10,2001,2001-02-04,1
11802,11,2002,2002-02-02,2
11802,12,2003,2003-01-27,3
11802,13,2004,2004-01-28,5
11802,14,2005,2005-02-01,8
11802,15,2006,NA,NA
11805,5,1996,1995-12-31,2
11805,6,1997,1997-01-08,NA
11805,8,1999,1999-01-10,4
11805,10,2001,2001-02-04,27
11809,5,1996,1996-01-28,2
11809,7,1998,1998-02-27,NA
11809,9,2000,2000-02-18,NA
11809,10,2001,2001-02-04,18
11809,11,2002,2002-02-11,NA
11809,12,2003,2003-01-27,3
11809,13,2004,2004-01-31,10
11842,8,1999,NA,NA
11842,10,2001,2001-01-27,NA
11842,13,2004,2004-01-11,1
11842,14,2005,NA,NA
11896,5,1996,1996-01-23,3
11961,5,1997,1997-01-08,NA
11961,7,1999,1999-01-19,4
11961,8,2000,NA,NA
11975,5,1997,1997-01-21,2
11975,6,1998,NA,NA
11975,7,1999,NA,NA
11975,10,2002,2002-01-16,5
11975,11,2003,2003-02-04,NA
11987,8,2000,2000-02-19,NA
11987,9,2001,2001-02-14,21
11987,10,2002,2002-02-03,NA
11987,12,2004,2004-02-12,NA
11987,13,2005,2005-02-26,NA
11987,14,2006,2006-01-31,6
11987,15,2007,2007-02-23,NA
11987,16,2008,NA,NA
12000,4,1996,1996-02-10,17
12003,4,1996,1996-01-24,2
12003,5,1997,1997-01-30,14
12003,6,1998,NA,NA
12003,7,1999,NA,NA
12010,8,2000,2000-01-26,6
12010,9,2001,2001-01-21,5
12010,10,2002,2002-01-22,5
12010,12,2004,2004-01-12,3
12012,6,1998,1998-01-07,NA
12013,4,1996,1996-01-25,7
12024,5,1997,NA,NA
12035,5,1997,1997-02-01,9
12035,6,1998,1998-01-29,6
12067,5,1997,NA,NA
12067,6,1998,1998-02-11,19
12067,7,1999,NA,NA
12067,8,2000,2000-01-18,1
12067,9,2001,2001-01-29,11
12069,4,1996,1996-01-13,1
12069,5,1997,NA,NA
12069,6,1998,NA,NA
12069,7,1999,NA,NA
12069,9,2001,NA,NA
12069,10,2002,2002-01-23,5
12075,4,1996,1996-01-13,1
12075,5,1997,1997-01-26,5
12075,6,1998,NA,NA
12075,7,1999,NA,NA
12075,8,2000,2000-02-25,7
12075,9,2001,2001-01-24,2
12091,4,1996,1996-01-14,1
12091,5,1997,1997-01-23,6
12091,6,1998,NA,NA
12091,7,1999,NA,NA
12091,8,2000,2000-02-19,NA
12091,9,2001,2001-01-29,2
12091,10,2002,2002-02-03,9
12091,11,2003,2003-01-29,5
12091,12,2004,2004-02-12,21
12091,13,2005,2005-01-23,2
12091,14,2006,NA,NA
12091,15,2007,2007-02-18,23
12091,16,2008,NA,NA
12091,17,2009,NA,NA
12091,18,2010,NA,NA
12091,19,2011,NA,NA
12101,8,2000,NA,NA
12105,4,1996,1996-01-24,1
12105,5,1997,NA,NA
12105,6,1998,1998-02-11,11
12105,7,1999,NA,NA
12129,5,1997,NA,NA
12129,6,1998,1998-01-21,NA
12129,7,1999,NA,NA
12129,8,2000,2000-02-06,NA
12129,9,2001,2001-01-27,6
12129,10,2002,2002-01-23,8
12129,11,2003,2003-01-20,7
12130,7,1999,NA,NA
12142,4,1996,1996-01-26,NA
12231,4,1997,NA,NA
12252,4,1997,NA,NA
12267,5,1999,NA,NA
12267,8,2002,2002-01-16,6
12272,4,1998,1998-01-19,NA
12272,5,1999,NA,NA
12272,7,2001,2001-01-14,1
12275,4,1998,NA,NA
12275,5,1999,NA,NA
12275,6,2000,2000-02-18,NA
12275,9,2003,NA,NA
12275,11,2005,2005-01-24,5
12275,12,2006,NA,NA
12275,13,2007,2007-01-18,NA
12275,14,2008,2008-01-20,6
12275,15,2009,2009-01-13,6
12275,16,2010,NA,NA
12275,17,2011,NA,NA
12275,18,2012,NA,NA
12275,19,2013,NA,NA
12275,20,2014,2014-01-29,7
12275,21,2015,NA,NA
12455,4,1997,1997-02-04,6
12455,5,1998,NA,NA
12455,6,1999,1999-02-03,6
12455,7,2000,2000-02-07,3
12455,8,2001,2001-02-05,2
12455,9,2002,2002-02-03,4
12455,11,2004,2004-01-22,2
12455,12,2005,2005-02-02,3
12455,13,2006,2006-02-04,2
12455,14,2007,2007-02-17,12
12469,6,1999,NA,NA
12478,5,1998,1998-01-21,NA
12626,5,1999,NA,NA
12637,5,1999,NA,NA
12644,4,1998,1998-02-09,NA
12672,3,1997,NA,NA
12672,4,1998,1998-02-15,NA
12672,5,1999,NA,NA
12672,8,2002,2002-01-03,8
12672,9,2003,2003-01-04,NA
12672,11,2005,2005-02-06,NA
12672,12,2006,NA,NA
12672,16,2010,2009-12-24,NA
12672,17,2011,2011-01-19,2
12672,18,2012,NA,NA
12753,7,2001,2001-01-17,3
12753,8,2002,2002-01-17,1
12753,9,2003,2003-01-17,2
12753,10,2004,2004-01-20,2
12804,4,1998,NA,NA
12804,7,2001,2001-01-06,4
12818,12,2006,NA,NA
12828,4,1998,NA,NA
12829,4,1998,1998-01-30,NA
12829,11,2005,2005-02-20,NA
12829,14,2008,2008-02-22,NA
12894,3,1997,NA,NA
12894,5,1999,NA,NA
12894,9,2003,2003-01-14,4
12894,11,2005,NA,NA
12894,14,2008,2008-02-15,14
12898,4,1998,NA,NA
12898,7,2001,2001-01-13,NA
12898,8,2002,2002-01-29,NA
12898,9,2003,NA,NA
12899,4,1998,NA,NA
12899,8,2002,NA,NA
12899,13,2007,2007-01-07,NA
12908,4,1998,1998-01-17,NA
12908,10,2004,NA,NA
12908,12,2006,2006-01-24,NA
12908,13,2007,2007-02-05,22
12908,14,2008,2008-02-04,7
12908,16,2010,NA,NA
12935,4,1998,1998-01-29,NA
12935,6,2000,2000-01-17,7
12935,7,2001,2001-01-16,3
12935,8,2002,2002-01-16,1
12935,9,2003,2003-01-14,3
12935,10,2004,NA,NA
12935,11,2005,2005-01-24,NA
12935,12,2006,2006-01-24,NA
12935,13,2007,2007-02-04,NA
13004,5,1999,NA,NA
13004,7,2001,2001-01-25,4
13004,12,2006,NA,NA
13060,5,1999,1999-01-10,4
13080,7,2001,2001-02-10,NA
13101,4,1998,1998-01-31,NA
13101,7,2001,2001-01-21,3
13101,8,2002,2002-02-02,NA
13101,9,2003,2003-01-23,NA
13101,10,2004,2004-02-01,11
13101,11,2005,2005-02-11,21
13101,12,2006,2006-02-06,10
13101,13,2007,2007-02-04,NA
13101,14,2008,NA,NA
13101,17,2011,NA,NA
13101,19,2013,2013-01-05,1
13101,20,2014,NA,NA
13125,4,1998,1998-01-22,NA
13127,4,1998,NA,NA
13127,5,1999,1999-01-12,1
13127,7,2001,2001-01-15,1
13134,3,1997,NA,NA
13134,5,1999,NA,NA
13134,7,2001,2001-01-13,7
13134,8,2002,2002-01-09,3
13134,9,2003,2003-01-20,14
13134,10,2004,2004-01-17,12
13134,11,2005,2005-01-23,NA
13134,12,2006,2006-01-09,2
13134,13,2007,2007-01-16,6
13134,14,2008,NA,NA
13134,15,2009,NA,NA
13134,16,2010,2010-01-22,4
13134,17,2011,2011-01-18,2
13159,4,1998,NA,NA
13159,5,1999,NA,NA
13159,6,2000,2000-02-03,2
13159,7,2001,2001-01-29,3
13165,4,1998,1998-02-04,4
13165,5,1999,NA,NA
13222,12,1996,1996-01-18,1
13222,13,1997,1997-02-02,NA
13222,17,2001,2001-01-15,2
13222,18,2002,NA,NA
13222,20,2004,2004-01-06,2
13238,6,2001,2001-01-02,NA
13238,7,2002,2002-01-12,4
13238,9,2004,2004-01-05,NA
13238,10,2005,2005-01-15,NA
13238,11,2006,NA,NA
13447,6,2001,NA,NA
13515,3,1998,NA,NA
13515,5,2000,2000-01-11,1
13515,6,2001,2001-01-30,NA
13521,4,1999,1999-01-10,1
13521,5,2000,2000-02-06,NA
13565,4,1999,NA,NA
13565,6,2001,2001-02-15,1
13621,4,1999,NA,NA
13621,6,2001,2001-02-14,20
13621,7,2002,2002-01-28,5
13621,8,2003,2003-02-09,1
13621,9,2004,2004-01-13,1
13621,10,2005,2005-02-04,NA
13621,11,2006,2006-01-15,2
13641,3,1998,NA,NA
13641,4,1999,NA,NA
13641,5,2000,2000-01-17,3
13641,6,2001,2001-02-13,23
13641,7,2002,2002-01-25,5
13658,3,1998,NA,NA
13664,4,1999,NA,NA
13667,3,1998,NA,NA
13667,6,2001,2000-12-31,NA
13667,7,2002,2002-01-03,4
13667,8,2003,2003-01-10,12
13667,9,2004,2004-01-13,5
13667,10,2005,2004-12-28,NA
13667,11,2006,2006-01-05,11
13667,14,2009,2009-01-25,7
13667,15,2010,2010-02-11,2
13667,16,2011,NA,NA
13667,17,2012,NA,NA
13667,18,2013,NA,NA
13703,4,1999,NA,NA
13703,5,2000,2000-02-04,1
13703,6,2001,2001-02-14,NA
13703,7,2002,2002-02-02,4
13709,3,1998,NA,NA
13709,4,1999,NA,NA
13709,6,2001,2001-02-01,NA
13709,7,2002,2002-02-08,7
13709,8,2003,2003-02-02,2
13709,9,2004,2004-01-25,2
13709,10,2005,2005-02-03,1
13709,11,2006,2006-02-03,2
13709,12,2007,2007-02-23,NA
13709,14,2009,2009-01-03,NA
13709,15,2010,2010-01-10,3
13712,4,1999,NA,NA
13712,5,2000,2000-02-01,NA
13712,6,2001,2001-01-28,10
13712,7,2002,2002-01-28,13
13712,8,2003,2003-01-20,NA
13712,9,2004,2004-01-21,8
13732,3,1998,NA,NA
13732,4,1999,1999-01-09,4
13748,3,1998,NA,NA
13750,3,1998,NA,NA
13786,4,1999,NA,NA
13808,6,2001,2001-01-17,3
13808,7,2002,2002-01-18,7
13808,8,2003,2003-01-18,6
13808,9,2004,2004-01-13,2
13808,10,2005,NA,NA
13850,3,1998,NA,NA
13850,4,1999,NA,NA
13850,7,2002,2002-01-20,4
13851,4,1999,NA,NA
13851,5,2000,2000-01-27,1
13868,4,1999,NA,NA
13885,6,2001,NA,NA
13891,3,1998,NA,NA
13891,4,1999,1999-01-12,5
13891,5,2000,2000-01-24,3
13891,6,2001,2001-01-18,6
13891,8,2003,2003-01-08,1
13891,9,2004,2004-01-07,1
13899,3,1998,NA,NA
13899,4,1999,NA,NA
13935,3,1998,NA,NA
13935,6,2001,2001-01-17,4
13935,7,2002,2002-01-18,5
13935,8,2003,2003-02-03,NA
13935,10,2005,2005-01-18,6
13935,11,2006,2006-01-22,5
13935,12,2007,2007-01-29,NA
13936,3,1998,1998-01-27,NA
13938,3,1998,NA,NA
13938,4,1999,1999-01-14,NA
13938,6,2001,2001-01-14,6
13938,7,2002,2002-01-15,3
13938,8,2003,2003-01-14,NA
13938,9,2004,2004-01-16,2
13938,10,2005,2005-01-23,8
13938,11,2006,2006-01-15,1
13938,12,2007,NA,NA
13938,13,2008,2008-02-14,27
13938,14,2009,2009-01-26,4
13938,15,2010,NA,NA
13938,16,2011,2011-01-17,1
13938,17,2012,2012-02-09,18
13938,18,2013,2013-01-16,1
13938,19,2014,2014-01-19,4
13970,4,1999,NA,NA
13970,5,2000,2000-01-28,24
13970,6,2001,2001-01-09,1
13976,6,2001,2001-01-27,NA
13976,7,2002,2002-01-18,3
13976,9,2004,2004-01-11,1
13976,10,2005,2005-01-15,1
13976,11,2006,2006-01-19,1
13987,4,1999,1999-02-10,29
13987,5,2000,2000-01-18,NA
13987,6,2001,2001-01-17,3
13987,7,2002,2002-01-18,4
13987,8,2003,2003-01-14,1
13987,10,2005,NA,NA
13987,11,2006,2006-01-05,13
13987,12,2007,2007-01-11,3
14023,4,1999,1999-01-09,6
14045,3,1998,NA,NA
14045,4,1999,NA,NA
14078,3,1998,NA,NA
14092,3,1998,NA,NA
14092,4,1999,NA,NA
14092,5,2000,2000-01-17,NA
14092,11,2006,2006-01-17,NA
14092,12,2007,2007-01-21,1
14092,14,2009,2009-01-27,NA
14092,15,2010,2010-01-31,13
14092,16,2011,2011-02-11,NA
14092,17,2012,2012-02-14,NA
14092,18,2013,2013-01-22,2
14092,19,2014,2014-02-11,NA
14092,20,2015,NA,NA
14092,21,2016,NA,NA
14093,3,1998,NA,NA
14093,4,1999,NA,NA
14110,4,1999,NA,NA
14119,3,1998,NA,NA
14119,4,1999,NA,NA
14119,7,2002,2002-01-30,12
14119,8,2003,2003-02-06,NA
14120,3,1998,NA,NA
14120,4,1999,1999-01-04,1
14120,5,2000,2000-01-28,NA
14120,7,2002,2002-01-09,5
14120,8,2003,2003-01-20,10
14120,10,2005,2005-02-04,20
14123,4,1999,NA,NA
14123,6,2001,2001-01-21,3
14123,7,2002,2002-01-23,5
14123,8,2003,2003-01-19,4
14123,9,2004,2004-01-20,2
14123,10,2005,2005-01-23,2
14123,11,2006,2006-01-25,1
14123,12,2007,2007-02-01,16
14123,13,2008,NA,NA
14123,14,2009,NA,NA
14123,15,2010,2010-02-01,9
14123,16,2011,2011-01-26,1
14129,4,1999,1999-01-06,1
14129,5,2000,2000-02-06,NA
14129,6,2001,NA,NA
14129,7,2002,2002-01-06,2
14129,8,2003,2003-01-12,NA
14129,9,2004,2004-01-16,3
14129,10,2005,2005-01-08,5
14129,11,2006,2006-01-11,1
14129,12,2007,2007-01-30,NA
14129,13,2008,2008-01-14,NA
14129,14,2009,2009-01-20,NA
14142,3,1998,NA,NA
14142,4,1999,NA,NA
14142,6,2001,2001-01-06,7
14150,3,1998,NA,NA
14162,3,1998,NA,NA
14162,4,1999,1999-01-09,4
14162,7,2002,2002-01-12,6
14162,8,2003,2003-01-31,NA
14194,6,2001,2001-01-21,3
14194,8,2003,2003-01-31,4
14194,9,2004,2004-02-09,14
14194,10,2005,2005-02-06,10
14194,11,2006,2006-02-14,11
14194,12,2007,2007-02-23,NA
14194,13,2008,NA,NA
14194,14,2009,NA,NA
14213,3,1998,NA,NA
14213,4,1999,NA,NA
14213,6,2001,2001-02-08,NA
14213,7,2002,2002-01-26,1
14213,8,2003,2003-01-30,11
14213,10,2005,2005-02-05,16
14213,11,2006,NA,NA
14213,12,2007,2007-02-17,NA
14227,4,1999,NA,NA
14233,5,2000,2000-02-18,NA
14238,4,1999,NA,NA
14238,6,2001,NA,NA
14238,7,2002,2002-01-18,NA
14238,8,2003,2003-01-24,NA
14243,4,1999,NA,NA
14243,8,2003,2003-01-19,5
14243,10,2005,2005-01-10,4
14243,11,2006,NA,NA
14283,3,1998,NA,NA
14283,4,1999,NA,NA
14283,5,2000,NA,NA
14283,6,2001,2001-01-31,3
14298,3,1998,NA,NA
14298,4,1999,NA,NA
14298,5,2000,2000-02-06,NA
14298,6,2001,2001-01-24,15
14298,10,2005,2005-01-10,6
14301,7,2002,NA,NA
14301,14,2009,2009-02-20,NA
14305,3,1998,NA,NA
14305,4,1999,1999-01-12,3
14307,3,1998,NA,NA
14315,3,1998,NA,NA
14318,3,1998,NA,NA
14318,4,1999,1999-01-16,11
14323,4,1999,1999-01-03,3
14323,6,2001,2000-12-31,2
14323,7,2002,2001-12-31,5
14323,8,2003,2002-12-29,5
14323,10,2005,NA,NA
14323,11,2006,2005-12-31,5
14329,4,1999,NA,NA
14329,5,2000,2000-02-06,NA
14339,3,1998,NA,NA
14339,5,2000,2000-01-06,2
14339,6,2001,2001-01-02,6
14371,3,1998,NA,NA
14372,3,1998,NA,NA
14399,5,2000,2000-01-27,NA
14401,6,2001,2001-02-02,NA
14401,7,2002,2002-02-03,NA
14401,8,2003,2003-01-29,5
14401,9,2004,2004-02-07,NA
14401,11,2006,2006-02-23,NA
14402,3,1998,NA,NA
14460,3,1999,NA,NA
14460,4,2000,2000-01-11,1
14460,5,2001,2001-01-13,6
14460,6,2002,2002-01-11,1
14460,7,2003,2003-01-23,8
14460,8,2004,2004-01-13,4
14460,9,2005,2005-01-24,NA
14460,11,2007,NA,NA
14460,12,2008,2008-01-09,NA
14460,13,2009,2009-01-12,3
14460,14,2010,2010-01-08,1
14460,15,2011,2011-01-05,5
14460,16,2012,NA,NA
14462,6,2002,NA,NA
14466,3,1999,NA,NA
14476,3,1999,NA,NA
14476,4,2000,2000-01-28,NA
14476,5,2001,2001-01-16,2
14476,6,2002,2002-01-18,2
14476,7,2003,2003-01-23,9
14503,3,1999,NA,NA
14507,7,2003,NA,NA
14510,4,2000,2000-02-08,4
14510,5,2001,2000-12-28,NA
14510,6,2002,2002-01-21,NA
14510,10,2006,NA,NA
14525,3,1999,NA,NA
14532,6,2002,2002-01-23,11
14538,3,1999,NA,NA
14538,4,2000,2000-01-21,1
14538,5,2001,2001-01-21,3
14538,6,2002,2002-01-25,2
14538,7,2003,2003-02-09,NA
14538,8,2004,2004-01-31,14
14576,3,1999,NA,NA
14609,5,2001,2001-02-02,3
14609,7,2003,2003-01-19,NA
14609,8,2004,2004-01-20,3
14618,3,1999,NA,NA
14620,3,1999,NA,NA
14629,3,1999,NA,NA
14629,5,2001,NA,NA
14629,6,2002,NA,NA
14629,7,2003,2003-02-02,1
14629,8,2004,2004-02-13,3
14629,9,2005,2005-02-10,NA
14645,3,1999,NA,NA
14649,3,1999,NA,NA
14649,4,2000,NA,NA
14649,5,2001,2001-01-02,1
14649,6,2002,2001-12-31,4
14649,7,2003,2003-01-08,4
14653,3,1999,NA,NA
14669,3,1999,NA,NA
14673,4,2000,NA,NA
14676,5,2001,2001-01-12,7
14685,6,2002,2002-02-03,4
14685,7,2003,2003-02-09,7
14685,8,2004,2004-02-04,6
14695,3,1999,NA,NA
14695,4,2000,2000-01-20,NA
14708,3,1999,NA,NA
14708,5,2001,2001-01-06,4
14717,3,1999,NA,NA
14717,5,2001,2001-01-21,3
14717,6,2002,2002-01-30,NA
14717,7,2003,2003-01-15,4
14717,8,2004,2004-01-13,4
14717,9,2005,2005-02-04,16
14719,3,1999,NA,NA
14719,4,2000,2000-01-28,NA
14731,3,1999,NA,NA
14731,4,2000,2000-02-01,NA
14735,5,2001,2001-02-14,NA
14735,6,2002,2002-01-29,6
14735,8,2004,2004-02-01,13
14735,9,2005,2005-01-19,2
14735,10,2006,2006-01-25,NA
14735,12,2008,NA,NA
14749,3,1999,NA,NA
14749,4,2000,NA,NA
14749,5,2001,2001-01-06,NA
14749,6,2002,2002-01-06,2
14749,8,2004,2004-01-11,1
14749,9,2005,2005-01-17,NA
14749,10,2006,2006-01-09,NA
14759,3,1999,NA,NA
14759,4,2000,2000-01-28,NA
14759,5,2001,2001-01-21,3
14759,6,2002,2002-01-25,2
14759,7,2003,2003-02-09,NA
14759,8,2004,2004-01-16,1
14759,9,2005,2005-01-25,12
14759,10,2006,2006-01-20,1
14759,11,2007,2007-01-23,1
14759,12,2008,2008-02-15,NA
14759,13,2009,2009-01-17,1
14759,14,2010,2010-01-25,3
14759,15,2011,2011-01-22,2
14759,16,2012,2012-01-18,1
14759,17,2013,2013-01-22,1
14759,18,2014,2014-01-26,3
14759,19,2015,2015-01-25,1
14759,20,2016,NA,NA
14777,3,1999,NA,NA
14777,4,2000,2000-01-04,NA
14783,3,1999,NA,NA
14790,7,2003,2003-01-31,NA
14790,8,2004,2004-02-05,4
14790,9,2005,2005-02-22,21
14790,10,2006,2006-02-06,NA
14790,11,2007,NA,NA
14790,13,2009,2009-02-13,NA
14790,14,2010,NA,NA
14790,15,2011,2011-02-09,NA
14797,3,1999,NA,NA
14797,5,2001,NA,NA
14797,6,2002,2002-01-20,3
14797,7,2003,2003-02-02,15
14797,8,2004,2004-01-26,3
14797,10,2006,2006-02-01,5
14811,4,2000,2000-02-09,NA
14811,5,2001,2001-01-29,NA
14811,6,2002,2002-01-23,4
14816,5,2001,2001-01-28,6
14816,7,2003,2003-02-01,2
14816,10,2006,NA,NA
14829,3,1999,NA,NA
14829,4,2000,2000-01-25,5
14829,5,2001,2001-01-28,2
14829,6,2002,2002-01-26,6
14829,10,2006,2006-02-03,7
14838,3,1999,NA,NA
14838,6,2002,2002-02-08,4
14844,4,2000,NA,NA
14844,6,2002,NA,NA
14844,17,2013,NA,NA
14847,7,2003,2003-01-14,NA
14847,8,2004,2004-01-09,2
14855,4,2005,2005-01-06,2
14855,5,2006,2006-01-24,11
14855,8,2009,2009-01-18,NA
14865,3,2004,2004-02-10,18
14865,5,2006,2006-02-13,NA
14865,8,2009,2009-01-28,2
14881,3,2005,NA,NA
14881,4,2006,2006-01-09,NA
14881,5,2007,NA,NA
14881,6,2008,2008-02-02,15
